,Tweet,Label,tokenization
2325,alhamdulliah jimin happy bgt dapet kabar baik  sehat sehat terus ya kesayangan banyak orang  untuk yang lain juga tetep jaga kesehatan ya,Joy,"['alhamdulliah', 'jimin', 'happy', 'bgt', 'dapet', 'kabar', 'sehat', 'sehat', 'sayang', 'orang', 'tetep', 'jaga', 'sehat']"
4807,kadang tetangga sih suka reseg eh si a aja dah nikah masa kamu belum ih kesel banget pdhl kan nikah bukan lomba btw aku jual spotify premium   bulan cuma   k dan masi banyak app premium lainnya yuk buruan order,Neutral,"['kadang', 'tetangga', 'suka', 'reseg', 'eh', 'a', 'dah', 'nikah', 'ih', 'kesel', 'banget', 'pdhl', 'nikah', 'lomba', 'btw', 'jual', 'spotify', 'premium', 'k', 'mas', 'app', 'premium', 'yuk', 'buru', 'order']"
2924,mama juga sering dengerin cerita cerita random gue wkwk kaya keseharian gue apapun itu  suka banget kalau udah curhat sama mamaa and i love her so much,Love,"['mama', 'dengerin', 'cerita', 'cerita', 'random', 'gue', 'wkwk', 'kaya', 'hari', 'gue', 'apa', 'suka', 'banget', 'udah', 'curhat', 'mamaa', 'and', 'i', 'love', 'her', 'so', 'much']"
4653,enak enak aja ah kak,Neutral,"['enak', 'enak', 'ah', 'kak']"
4228,its ok  lu bisa marah kok  manusia pantes buat marah atas perlakuan gak adil  tapi jgn sampe berpengaruh sama masa depan ya wkwk  cukup masa lalu  di masa lalu dia udh buang waktu mu jadi jgn sampe di masa depan dia buang waktu mu dengan cara yang berbeda ,Neutral,"['its', 'marah', 'manusia', 'pantes', 'marah', 'laku', 'adil', 'sampe', 'pengaruh', 'wkwk', 'udh', 'buang', 'mu', 'sampe', 'buang', 'mu', 'beda']"
958,gue baik banget apa ya sampe orang suka minjem duit  minta jawaban maksa,Anger,"['gue', 'banget', 'sampe', 'orang', 'suka', 'minjem', 'duit', 'maksa']"
4797,aku suka kopi yg mmg tanpa gula atau hanya sedikit gula  cuma kalo terlalu kentel berasa banget kan ampasnya,Neutral,"['suka', 'kopi', 'mmg', 'gula', 'gula', 'kentel', 'asa', 'banget', 'ampas']"
6154,suka sedih sama orang yang  benci sama diri nya sendiri   kaya please banget disaat diluar sana orang orang jahat dan gak suka sama diri kita   please lah cuman satu orang yang bisa cinta dan sayang sama kita yaitu diri kita sendiri  aku yakin untuk mencintai diri sendiri itu ,Sad,"['suka', 'sedih', 'orang', 'benci', 'kaya', 'please', 'banget', 'saat', 'luar', 'orang', 'orang', 'jahat', 'suka', 'please', 'cuman', 'orang', 'cinta', 'sayang', 'cinta']"
5549,udah di share ke base blm fan  sedih bgt liatnyaa,Sad,"['udah', 'share', 'base', 'blm', 'fan', 'sedih', 'bgt', 'liatnyaa']"
5799,sedih blm dikabarin sama ayangk,Sad,"['sedih', 'blm', 'dikabarin', 'ayangk']"
462,topa tolol  bukan berarti semua orang ikut pindah,Anger,"['topa', 'tolol', 'orang', 'pindah']"
7076,plis wei baru bangun tidur tiba  pas buka twitter dapet kabar denise,Fear,"['plis', 'wei', 'bangun', 'tidur', 'pas', 'buka', 'twitter', 'dapet', 'kabar', 'denise']"
4471,exol juaranya malu maluin fandom sendiri,Neutral,"['exol', 'juara', 'malu', 'maluin', 'fandom']"
1566,bukan cuma orangtua yg memotivasi hidupku  tapi kamu cileng  kamu buat hidup aku lebih cerah teens shieren,Joy,"['orangtua', 'motivasi', 'hidup', 'cileng', 'hidup', 'cerah', 'teens', 'shieren']"
928,sering banget update sw  pas abis minjem duit eh  kukira kontaknya udah terhapus anj   foya foya sambil ngumpet gak enak tau  bangsat,Anger,"['banget', 'update', 'sw', 'pas', 'abis', 'minjem', 'duit', 'eh', 'kira', 'kontak', 'udah', 'hapus', 'anj', 'foya', 'foya', 'ngumpet', 'enak', 'bangsat']"
1492,finally jimin my angel  anak lucu uda negatif dan uda mau keluar dari rs kan senang banget rasanya jim lihat notif wv pagi ini makasih uda pulih pokoknya tetap jaga kesehatan sayang,Joy,"['finally', 'jimin', 'my', 'angel', 'anak', 'lucu', 'uda', 'negatif', 'uda', 'rs', 'senang', 'banget', 'jim', 'lihat', 'notif', 'wv', 'pagi', 'makasih', 'uda', 'pulih', 'pokok', 'jaga', 'sehat', 'sayang']"
6766,ngeri banget emak gue ngomel ngomel ke mahmud buat mengedukasi cara ngedidik anak haha,Fear,"['ngeri', 'banget', 'emak', 'gue', 'ngomel', 'ngomel', 'mahmud', 'edukasi', 'ngedidik', 'anak', 'haha']"
3962,kasusnya akan muter  begitu saja  karena merekalah yang megang kendali saat ini ,Neutral,"['kasus', 'muter', 'megang', 'kendali']"
172,marah mulu perasaan,Anger,"['marah', 'mulu', 'asa']"
2956,tapitapi welcome paus babyl  kayanya aku jg masih baby sih  cuma  tahun lebih dulu    tp sayang aku lagi suka adeknya  gasih karna mereka hiatus aja  besokk papi aku pulang wamil  kangen updatetan ig papi olkay,Love,"['tapitapi', 'welcome', 'paus', 'babyl', 'kaya', 'jg', 'baby', 'tp', 'sayang', 'suka', 'adeknya', 'gasih', 'karna', 'hiatus', 'besokk', 'papi', 'pulang', 'wamil', 'kangen', 'updatetan', 'ig', 'papi', 'olkay']"
6313,panik banget tadi ditanya tanyain guru bk,Fear,"['panik', 'banget', 'tanyain', 'guru', 'bk']"
4169,yg hari ini selalu marah marah pasti dia pens emyu,Neutral,"['marah', 'marah', 'pens', 'emyu']"
2191,iya bangett  tapi no wonder sih  mama pas masih muda cantikk banget  pas baru kerja pun  katanya banyak atasannya yg suka  kalo liat album mama pas masih muda  beuh mau nangiss cakep banget mama sama temen temennya juga cakep cakep,Joy,"['iya', 'bangett', 'no', 'wonder', 'mama', 'pas', 'muda', 'cantikk', 'banget', 'pas', 'kerja', 'atas', 'suka', 'liat', 'album', 'mama', 'pas', 'muda', 'beuh', 'nangiss', 'cakep', 'banget', 'mama', 'temen', 'temennya', 'cakep', 'cakep']"
3594,siapa saja yg mengajak kepada kebaikan maka dia akan mendapatkan pahala seperti pahala orang yg mngerjakannya  hr muslim    ,Neutral,"['ajak', 'baik', 'pahala', 'pahala', 'orang', 'mngerjakannya', 'hr', 'muslim']"
5016,ronaldo berkata    jangan sedih yak  besok abang beliin truck  ,Neutral,"['ronaldo', 'sedih', 'yak', 'besok', 'abang', 'beliin', 'truck']"
3239,tapi rasa mcm x guna klau berhenti kerja sbb senior mcm tu   tu bkn senior biasa   senior citizens weh,Neutral,"['mcm', 'x', 'klau', 'henti', 'kerja', 'sbb', 'senior', 'mcm', 'tu', 'tu', 'bkn', 'senior', 'senior', 'citizens', 'weh']"
1121,buat kali ini gw ga ngerti sama jalan pikira lo gar yang jelas jelas vara lagi hamil goblokk dan satu lagi buat lo zara gw tau lo kaget kecewa sama kk lo tpi dia lagi hamil anjritt dan lo gatau alesan kenapa kk lo ngelakuin itu semua anjing emosi bngt gw,Anger,"['kali', 'gw', 'ngerti', 'jalan', 'pikira', 'lo', 'gar', 'vara', 'hamil', 'goblokk', 'lo', 'zara', 'gw', 'lo', 'kaget', 'kecewa', 'kk', 'lo', 'tpi', 'hamil', 'anjritt', 'lo', 'gatau', 'alesan', 'kk', 'lo', 'ngelakuin', 'anjing', 'emosi', 'bngt', 'gw']"
6342,bismillah desiliun tp takut berat nanti hisabnya hh,Fear,"['bismillah', 'desiliun', 'tp', 'takut', 'berat', 'hisab', 'hh']"
3380,so biasa battery     memang kena charge dah  kalau tak turun tu sepantas kilat  hairan pulak aku  tapi kalau time battery      nak turun     tu lambat pulak ye,Neutral,"['so', 'battery', 'kena', 'charge', 'dah', 'turun', 'tu', 'pantas', 'kilat', 'hairan', 'pulak', 'time', 'battery', 'nak', 'turun', 'tu', 'lambat', 'pulak', 'ye']"
3565,mturnuwun,Neutral,['mturnuwun']
398,centi bgt bangsat,Anger,"['centi', 'bgt', 'bangsat']"
603,halah tolol  ngang ngeng ngong ngilang juga lo,Anger,"['halah', 'tolol', 'ngang', 'ngeng', 'ngong', 'ngilang', 'lo']"
5930,terkadang disitu sya merasa sedih,Sad,"['terkadang', 'situ', 'sya', 'sedih']"
2207,moots aku free tag jadi tag aja sepuas nya oke aku tuh suka banget liat notip ku banyak gini,Joy,"['moots', 'free', 'tag', 'tag', 'puas', 'oke', 'suka', 'banget', 'liat', 'notip', 'ku', 'gin']"
5337,tau ga si rasanya kecewa sama diri sendiri   kaya yg  oh gua gagal lagi  ,Sad,"['kecewa', 'kaya', 'oh', 'gua', 'gagal']"
5394,makasih yoongi udah bikin jumpalitan semalam dahal lg sedih  hush sedih pergi hush hush,Sad,"['makasih', 'yoongi', 'udah', 'jumpalit', 'malam', 'dahal', 'sedih', 'hush', 'sedih', 'pergi', 'hush', 'hush']"
468,kau lagi bodoh kalau percaya papagomo yang kau panggil papa bodoh tu buat video bertaraf hollywood haha,Anger,"['kau', 'bodoh', 'percaya', 'papagomo', 'kau', 'panggil', 'papa', 'bodoh', 'tu', 'video', 'taraf', 'hollywood', 'haha']"
6615,malu kali nder,Fear,"['malu', 'kali', 'nder']"
3639,baru lihat kabar denise astagaa andwee,Neutral,"['lihat', 'kabar', 'denise', 'astagaa', 'andwee']"
6034,bisa ga si kalo bimbingan tu gausa digabung ama bokap  s  s  gue kan jd jiper  malu bgt kalo ngang ngong ngang ngong keliatan begonya   ,Sad,"['bimbing', 'tu', 'gausa', 'gabung', 'ama', 'bokap', 's', 's', 'gue', 'jiper', 'malu', 'bgt', 'ngang', 'ngong', 'ngang', 'ngong', 'liat', 'bego']"
2051,     awalnya malu malu  tapi lama lama mau  i vote for at the     ,Joy,"['malu', 'malu', 'i', 'vote', 'for', 'at', 'the']"
3601,ya namanya juga khilaf  biasa aja tho  min ,Neutral,"['nama', 'khilaf', 'tho', 'min']"
2067,lucu banget kakak tertua takut sama saya ,Joy,"['lucu', 'banget', 'kakak', 'tua', 'takut']"
4837,kenapa ya  kalo au bxg peran mingyu tuh pasti jadi cowo sempurna yang buciin banget sama cewenya  kalo wonu perannya pasti jadi cowo brengsek yang suka nyakitin cewenya  tp kenapa pas au minwon mingyunya yg jd cowo brengsek se brengsek brengseknya cowo dan wonu jd yg tersakiti ,Neutral,"['au', 'bxg', 'peran', 'mingyu', 'cowo', 'sempurna', 'buciin', 'banget', 'cewenya', 'wonu', 'peran', 'cowo', 'brengsek', 'suka', 'nyakitin', 'cewenya', 'tp', 'pas', 'au', 'minwon', 'mingyunya', 'cowo', 'brengsek', 'brengsek', 'brengsek', 'cowo', 'wonu', 'sakit']"
5503,sedih tau gk ada yank sayank,Sad,"['sedih', 'gk', 'yank', 'sayank']"
2402,selamat pagi fans mu  sabar  masih banyak kecewa yang harus dilalui  wakakaak,Joy,"['selamat', 'pagi', 'fans', 'mu', 'sabar', 'kecewa', 'wakakaak']"
6317,dirumahku yg kena umicron udah   an takut  ,Fear,"['rumah', 'kena', 'umicron', 'udah', 'an', 'takut']"
6704,aw malu,Fear,"['aw', 'malu']"
5078, berpisah dengan meraka yang kau cintai itu sedih tapi temanmu akan selalu membantumu menanggung kesedihan itu   erza scarlet,Neutral,"['pisah', 'raka', 'kau', 'cinta', 'sedih', 'teman', 'bantu', 'tanggung', 'sedih', 'erza', 'scarlet']"
365,etmin harus banyak banyak sabarr    walau sebenernya ak liatnya juga ikutan emosi,Anger,"['etmin', 'sabarr', 'sebenernya', 'ak', 'liat', 'ikut', 'emosi']"
6864,malu ku bnar bnar malu,Fear,"['malu', 'ku', 'bnar', 'bnar', 'malu']"
6205,jadi malu saya,Fear,['malu']
267,bilangnya realistis butuh duit sbnrnya lebih ke oke gw cari yg banyak duit gt ga si org materialistis tuh  iinget segalanya butuh uang tapi uang bukan segalanya  agak emosi emg sis kalo sok sok realistis tp trnyata materialistis,Anger,"['bilang', 'realistis', 'butuh', 'duit', 'sbnrnya', 'oke', 'gw', 'cari', 'duit', 'gt', 'org', 'materialistis', 'iinget', 'butuh', 'uang', 'uang', 'emosi', 'emg', 'sis', 'sok', 'sok', 'realistis', 'tp', 'trnyata', 'materialistis']"
3670,halo bpk ibu  mohon maaf atas ketidaknyaman yg dialami  utk perihal tsb dapat dilakukan pasa menu  pesan  ya  bpk ibu dpt juga melakukan tracking melalui link yang dikirim ke nomor ponsel melalui whatsapp atau smsnya,Neutral,"['halo', 'bpk', 'mohon', 'maaf', 'ketidaknyaman', 'alami', 'perihal', 'tsb', 'pasa', 'menu', 'pesan', 'bpk', 'dpt', 'tracking', 'link', 'kirim', 'nomor', 'ponsel', 'whatsapp', 'smsnya']"
822,pagi  suka dh ad uwu uwu bangsat males in,Anger,"['pagi', 'suka', 'dh', 'ad', 'uwu', 'uwu', 'bangsat', 'males', 'in']"
6817,ini aku belum bilang ibu wkaka takut ga diboleih,Fear,"['wkaka', 'takut', 'diboleih']"
5600,gue ngga sakit atau sedih gara  foto itu sih gue percaya sama bw siapa pun kapal mereka di series mereka bakalan always together  cuma gue sedih gara  komen yg ngedrag w  sama ngebandingin momen bw sama kapal sebelah  yg jelas  bedahnya tuh jau banget dan ngga sama,Sad,"['gue', 'ngga', 'sakit', 'sedih', 'gara', 'foto', 'gue', 'percaya', 'bw', 'kapal', 'series', 'always', 'together', 'gue', 'sedih', 'gara', 'komen', 'ngedrag', 'w', 'ngebandingin', 'momen', 'bw', 'kapal', 'belah', 'bedah', 'jau', 'banget', 'ngga']"
2762,samaa yaampun  lily juga suka berebutan sama kaka   feeding frenzyy yaa   yaampun kangen banget,Love,"['samaa', 'yaampun', 'lily', 'suka', 'rebut', 'kaka', 'feeding', 'frenzyy', 'yaa', 'yaampun', 'kangen', 'banget']"
2696,sumpah ini kopi kenangan mantan dari juara banget buat gw yang suka kopi gak terlalu manis mah,Love,"['sumpah', 'kopi', 'kenang', 'mantan', 'juara', 'banget', 'gw', 'suka', 'kopi', 'manis', 'mah']"
2994,gatau kenapa kalau orang manggil gue dengan sebutan  cece  gue suka banget,Love,"['gatau', 'orang', 'manggil', 'gue', 'sebut', 'cece', 'gue', 'suka', 'banget']"
5619,sedih bgt sih ngemis  sm org huft,Sad,"['sedih', 'bgt', 'ngemis', 'sm', 'org', 'huft']"
6450,takut limitt,Fear,"['takut', 'limitt']"
4344,cara melawan toksik maskulinitas rapuh  salah satunya adalah dengan mendukung laki laki agar tidak ragu merawat dirinya sendiri ,Neutral,"['lawan', 'toksik', 'maskulinitas', 'rapuh', 'salah', 'satu', 'dukung', 'laki', 'laki', 'ragu', 'rawat']"
5676,sedih woy tolong,Sad,"['sedih', 'woy', 'tolong']"
1809,makan enak,Joy,"['makan', 'enak']"
123,kata mama harus baik samaa orang lain tpi kalo orang itu ngelunjak yaudah diemin aja tapi gue orangnya ga tega an   jdi ya gtu  jatohnya malah tolol ngebantuin orng yg ga bisa usaha sendiri,Anger,"['mama', 'samaa', 'orang', 'tpi', 'orang', 'ngelunjak', 'yaudah', 'diemin', 'gue', 'orang', 'tega', 'an', 'jdi', 'gtu', 'jatohnya', 'tolol', 'ngebantuin', 'orng', 'usaha']"
81,gue kira di menfess sblmnya lu mau ngejokes trnyata bego beneran wkwk lo ga tau definisi  adik   atau gimana  semua org nyebut saudara kandang yg lebih mudanya ya  adik    ga usah nyuruh  org buat ngaku deh  lo doang yg mikir bgtu bego  ga jelas lo,Anger,"['gue', 'menfess', 'sblmnya', 'ngejokes', 'trnyata', 'bego', 'beneran', 'wkwk', 'lo', 'definisi', 'adik', 'gimana', 'org', 'nyebut', 'saudara', 'kandang', 'muda', 'adik', 'nyuruh', 'org', 'ngaku', 'deh', 'lo', 'doang', 'mikir', 'bgtu', 'bego', 'lo']"
3615,karunia pekerjaan  siapa pun anda yang saat ini bekerja di perusahaan  instansi swasta maupun pemerintahan  baik sebagai karyawan biasa atau atasan  jika ingin pekerjaan anda membawa berkah  buku ini bisa menjadi wawasan mencerahkan bagaimana bekerja yang membahagiakan ,Neutral,"['karunia', 'kerja', 'usaha', 'instansi', 'swasta', 'perintah', 'karyawan', 'atas', 'kerja', 'bawa', 'berkah', 'buku', 'wawas', 'cerah', 'bahagia']"
4926,eiyy ngga repott seriuss duariuss deh apa yang ngga buat daraa  soo jangan sedih yaa pasti ada kok yang mau baca cerita kamuu,Neutral,"['eiyy', 'ngga', 'repott', 'seriuss', 'duariuss', 'deh', 'ngga', 'daraa', 'soo', 'sedih', 'yaa', 'baca', 'cerita', 'kamuu']"
6369,ah takut,Fear,"['ah', 'takut']"
2619,seru banget  terlebih gue paling suka genre fantasi   tema kerajaan,Love,"['seru', 'banget', 'gue', 'suka', 'genre', 'fantasi', 'tema', 'raja']"
2375,sepi dagangan btw wkwk apa masih imlekan ya wkwkw,Joy,"['sepi', 'dagang', 'btw', 'wkwk', 'imlek', 'wkwkw']"
4943,dijalan sepi banget ni yang kerja tempat ku tok po,Neutral,"['jalan', 'sepi', 'banget', 'ni', 'kerja', 'ku', 'po']"
1258,semangat ktnya,Joy,"['semangat', 'ktnya']"
5899,bener  ini pikiran suka banget mikirin hal yg bikin sedih,Sad,"['bener', 'pikir', 'suka', 'banget', 'mikirin', 'sedih']"
644,ini bukan rp  dan juga jelas dong banyak minor plis jangan bodoh kirim ginian ke base,Anger,"['rp', 'minor', 'plis', 'bodoh', 'kirim', 'ginian', 'base']"
4074,spill cara biar ayang ga marah ges,Neutral,"['spill', 'ayang', 'marah', 'ges']"
113,aku dendam sama ntu dua orang itu ,Anger,"['dendam', 'ntu', 'orang']"
592,masih pagi makannya begini  pdhl baru beres sikat gigi  perut jd kembung krn minum air hampr    ml  klo diingat   ingat kmrin g mkn berat samsek  pagi mkn roti  diskul mkn kue sm puding  pulsek   ga ada  cm tidur  stress bgt menguras emosi  tidur tp kek tdk tidur,Anger,"['pagi', 'makan', 'pdhl', 'beres', 'sikat', 'gigi', 'perut', 'kembung', 'minum', 'air', 'hampr', 'ml', 'kmrin', 'g', 'mkn', 'berat', 'samsek', 'pagi', 'mkn', 'roti', 'diskul', 'mkn', 'kue', 'sm', 'puding', 'pulsek', 'cm', 'tidur', 'stress', 'bgt', 'uras', 'emosi', 'tidur', 'tp', 'tidur']"
4636,nasi cikur teh nasi goreng pk cikur kitu teh     enak   pakenanyaa,Neutral,"['nasi', 'cikur', 'teh', 'nasi', 'goreng', 'pk', 'cikur', 'kitu', 'teh', 'enak', 'pakenanyaa']"
6991,kalo sosis rebus enak  tp nugget   aneh gk sih   ,Fear,"['sosis', 'rebus', 'enak', 'tp', 'nugget', 'aneh', 'gk']"
5579,aku bisa tersenyum walaupun didalam hati ini  masih tersimpan rasa kecewa,Sad,"['senyum', 'dalam', 'hati', 'simpan', 'kecewa']"
2145,ya itu binghe emangnya syp lagi kk aku gatau siapa  ya buat km  sp lg coba mutualku kalo mau kasih temen juga gk mungkin  mrk lbh suka dikasi boba daripada gambaran ku wkwk,Joy,"['binghe', 'emang', 'syp', 'kk', 'gatau', 'km', 'sp', 'coba', 'mutualku', 'kasih', 'temen', 'gk', 'mrk', 'lbh', 'suka', 'kasi', 'boba', 'gambar', 'ku', 'wkwk']"
4422,pejabat pd kaget mulu tp jantungnya kuat aja ya soalnya kagetnya aslinya ga kaget jg  ehh gimana  maksudnya udah tau,Neutral,"['jabat', 'kaget', 'mulu', 'tp', 'jantung', 'kuat', 'kaget', 'asli', 'kaget', 'jg', 'ehh', 'gimana', 'maksud', 'udah']"
2737,kalo aku dari awal udh suka banget sama konsep aespa  makanya pas org  banyak yg kayak apaan sih konsepnya  bikin takut  dsb  aku malah seneng bgt dan nungguin bgt aespa bakalan kaya apa di masa yg akan datang,Love,"['udh', 'suka', 'banget', 'konsep', 'aespa', 'pas', 'org', 'kayak', 'konsep', 'takut', 'dsb', 'neng', 'bgt', 'nungguin', 'bgt', 'aespa', 'kaya']"
439,balas dendam dg cari ini mmg paling elegant,Anger,"['balas', 'dendam', 'cari', 'mmg', 'elegant']"
170,asli asli tolol bat gw yaampun,Anger,"['asli', 'asli', 'tolol', 'gw', 'yaampun']"
1569,dan kau jadikanku ratu dikerajaan cintamu agar akupun bahagia hidup bersama denganmu selamanyaa a,Joy,"['kau', 'jadi', 'ratu', 'raja', 'cinta', 'aku', 'bahagia', 'hidup', 'dengan', 'selamanyaa', 'a']"
1831,selamat pagi mas salam sehat penuh semangat dan selamat berakhir pekan,Joy,"['selamat', 'pagi', 'mas', 'salam', 'sehat', 'penuh', 'semangat', 'selamat', 'pekan']"
5222,yakaann sedih ga sii pdhl pengen pake jugaa karna lucu gemass,Sad,"['yakaann', 'sedih', 'sii', 'pdhl', 'ken', 'pake', 'jugaa', 'karna', 'lucu', 'gemass']"
5873, kecewa paling mendalam itu ketika dalam hati cuma bisa bilang  oh yaudah cukup tau aja  ,Sad,"['kecewa', 'dalam', 'hati', 'oh', 'yaudah']"
3241,klo kapan saja bisa  klo bgtu krm no wa dlu supa kita bisa kipas jam berapa sja bisa yha thoo,Neutral,"['bgtu', 'krm', 'no', 'wa', 'dlu', 'supa', 'kipas', 'jam', 'sja', 'yha', 'thoo']"
6718,yep truee lagi lagi the oldies kan semua macam takut for booster sebab baca news regarding post booster effectsi mmg ingat nak walk in ppv dkt pwtc tu je nanti hahah,Fear,"['yep', 'truee', 'the', 'oldies', 'takut', 'for', 'booster', 'baca', 'news', 'regarding', 'post', 'booster', 'effectsi', 'mmg', 'nak', 'walk', 'in', 'ppv', 'dkt', 'pwtc', 'tu', 'je', 'hahah']"
5765,kak laraa cepet sembuh yallah sedih bgt  istirahat banyak banyak,Sad,"['kak', 'laraa', 'cepet', 'sembuh', 'yallah', 'sedih', 'bgt', 'istirahat']"
3018,cinta kita melukiskan sejarah  menggelarkan cerita penuh suka cita ,Love,"['cinta', 'lukis', 'sejarah', 'gelar', 'cerita', 'penuh', 'suka', 'cita']"
1912, the day    seleksi daerah kompetisi matematika  hai hai  para pejuang komet ke    hari ini banget loh   yang ditunggu tunggu telah tiba semangat untuk peserta seleksi daerah kompetisi matematika ke    ,Joy,"['the', 'day', 'seleksi', 'daerah', 'kompetisi', 'matematika', 'hai', 'hai', 'juang', 'komet', 'banget', 'tunggu', 'tunggu', 'semangat', 'serta', 'seleksi', 'daerah', 'kompetisi', 'matematika']"
1134,telat lu ngasih tau faktanya min kalo sblm pertandingan kasih tau fakta nya kan gw gk se kecewa ini,Anger,"['telat', 'ngasih', 'fakta', 'min', 'sblm', 'tanding', 'kasih', 'fakta', 'gw', 'gk', 'kecewa']"
248,gue masih jengkel yaa sama temen temen sekelompok gue,Anger,"['gue', 'jengkel', 'yaa', 'temen', 'temen', 'kelompok', 'gue']"
6158,suka tapi dipendam  ya  gue banget    ,Sad,"['suka', 'pendam', 'gue', 'banget']"
